0	7.2731354e-33	-321.38278
1000	6.7583616e-32	-311.70159
2000	8.33973e-32	-310.78848
3000	3.7112758e-32	-314.30477
4000	1.2265411e-32	-319.11318
5000	2.1964802e-32	-316.58273
6000	1.0968636e-32	-319.59847
7000	4.7082181e-33	-323.27143
8000	2.448787e-32	-316.11049
9000	1.5276755e-32	-318.15969
10000	1.5289466e-32	-318.15608
11000	6.9514324e-32	-311.57926
12000	4.6844654e-32	-313.2934
13000	5.9504238e-33	-322.25452
14000	4.7732044e-32	-313.2119
15000	1.0593061e-31	-309.74979
16000	6.4706227e-32	-311.89054
17000	8.6737682e-33	-320.61792
18000	8.2562298e-33	-320.83218
19000	2.0773054e-32	-316.825
20000	3.2149491e-32	-314.92826
21000	4.0624701e-32	-313.9121
22000	4.794709e-32	-313.19238
23000	5.2113811e-32	-312.83047
24000	1.3089932e-31	-308.83063
25000	1.0493166e-31	-309.79093
26000	1.4421741e-31	-308.40982
27000	2.2610813e-31	-306.45684
28000	6.1360299e-31	-302.12113
29000	2.2606351e-30	-296.4577
30000	0.25	-6.0205999
31000	2.055852e-30	-296.87008
32000	5.1452555e-31	-302.88593
33000	1.9469196e-31	-307.10652
34000	1.0865445e-31	-309.63952
35000	6.3333196e-32	-311.98369
36000	2.960216e-32	-315.28677
37000	2.6608742e-32	-315.74976
38000	2.7144884e-32	-315.66312
39000	2.2238248e-32	-316.52899
40000	1.1932983e-32	-319.23251
41000	1.0082874e-32	-319.96416
42000	5.2682574e-33	-322.78333
43000	1.9197528e-32	-317.16755
44000	5.3495604e-32	-312.71682
45000	6.0676941e-32	-312.16976
46000	2.3749978e-32	-316.24337
47000	2.4275273e-33	-326.14836
48000	1.0815263e-32	-319.65963
49000	1.0653224e-32	-319.72519
50000	4.6330776e-33	-323.3413
51000	2.2531504e-32	-316.4721
52000	2.8193172e-33	-325.49856
53000	3.3899601e-33	-324.69805
54000	3.1295716e-34	-335.04515
55000	2.0906226e-33	-326.79724
56000	2.0123105e-32	-316.96305
57000	1.4601994e-32	-318.35588
58000	2.8254307e-32	-315.48915
59000	3.3245522e-32	-314.78267
60000	4.8005015e-34	-333.18713
61000	5.011072e-33	-323.00069
62000	1.2483625e-32	-319.03659
63000	1.535025e-33	-328.13885
64000	4.5743539e-33	-323.3967
65000	1.3040866e-32	-318.84694
66000	1.4258854e-33	-328.45915
67000	6.9900709e-34	-331.55518
68000	4.4289885e-33	-323.53695
69000	1.6261743e-33	-327.88833
70000	4.9426025e-33	-323.06044
71000	1.6575921e-32	-317.80522
72000	9.2171032e-33	-320.35406
73000	9.5894802e-34	-330.18205
74000	2.7660316e-33	-325.58143
75000	6.2039285e-33	-322.07333
76000	7.7058798e-34	-331.13178
77000	1.8551015e-33	-327.31632
78000	7.0773536e-34	-331.50129
79000	7.0110798e-33	-321.54215
80000	6.2132329e-34	-332.06682
81000	2.4727958e-33	-326.06812
82000	1.1739268e-33	-329.30359
83000	8.3622084e-34	-330.77679
84000	1.8272764e-32	-317.38196
85000	1.1988843e-32	-319.21223
86000	1.9804918e-33	-327.03227
87000	1.3159206e-34	-338.8077
88000	3.7088041e-33	-324.30766
89000	3.0590133e-34	-335.14419
90000	3.1373314e-34	-335.0344
91000	2.1737195e-33	-326.62796
92000	5.6942695e-34	-332.44562
93000	1.9604926e-34	-337.07635
94000	2.7437923e-34	-335.61649
95000	5.728944e-34	-332.41925
96000	1.6732524e-33	-327.76439
97000	2.3168562e-33	-326.35101
98000	1.6931228e-33	-327.71312
99000	1.267206e-33	-328.97153
100000	2.3246054e-34	-336.33651
101000	1.1908602e-34	-339.24139
102000	1.0666987e-33	-329.71958
103000	5.6779805e-34	-332.45806
104000	4.058888e-34	-333.91593
105000	2.4449464e-33	-326.11731
106000	3.4310264e-34	-334.64576
107000	1.8299399e-34	-337.37563
108000	1.7548278e-33	-327.55766
109000	2.1783424e-34	-336.61874
110000	1.458608e-33	-328.36061
111000	3.0883389e-33	-325.10275
112000	7.7108472e-34	-331.12898
113000	3.0237338e-33	-325.19456
114000	1.1439149e-33	-329.41606
115000	5.2771875e-34	-332.77597
116000	1.7533798e-33	-327.56124
117000	7.3716429e-34	-331.32436
118000	7.7557249e-35	-341.10378
119000	5.2172843e-34	-332.82555
120000	2.4343327e-33	-326.1362
121000	1.4884885e-33	-328.27255
122000	9.842743e-34	-330.06884
123000	8.815323e-34	-330.54762
124000	1.9419237e-36	-357.11768
125000	4.4447626e-34	-333.52151
126000	2.8335524e-33	-325.47669
127000	1.7358247e-33	-327.60494
128000	5.5553603e-34	-332.55288
129000	1.0299781e-33	-329.87172
130000	7.8719603e-34	-331.03917
131000	3.6333701e-35	-344.3969
132000	2.1851577e-33	-326.60517
133000	2.4306274e-33	-326.14282
134000	1.6244868e-33	-327.89284
135000	1.6545638e-33	-327.81316
136000	5.1349473e-34	-332.89464
137000	1.162776e-33	-329.34504
138000	1.3672545e-34	-338.64151
139000	5.5149975e-33	-322.58455
140000	2.7313792e-33	-325.63618
141000	5.1326877e-34	-332.89655
142000	7.4919861e-34	-331.25403
143000	8.0094474e-34	-330.96397
144000	6.7999176e-35	-341.67496
145000	3.4385148e-34	-334.63629
146000	9.5919591e-34	-330.18093
147000	1.4002858e-33	-328.53783
148000	2.0548627e-34	-336.87217
149000	1.1617711e-34	-339.34879
150000	5.2160557e-35	-342.82658
151000	8.9960915e-34	-330.45946
152000	9.0411003e-34	-330.43779
153000	1.4409435e-33	-328.41353
154000	1.6617349e-33	-327.79438
155000	9.2470876e-35	-340.33995
156000	3.1674347e-34	-334.99292
157000	1.1991992e-33	-329.21109
158000	2.3514264e-33	-326.28669
159000	5.1722511e-34	-332.8632
160000	2.9753442e-33	-325.26463
161000	1.3679342e-34	-338.63935
162000	2.7830649e-34	-335.55477
163000	1.5407417e-33	-328.1227
164000	3.3413223e-34	-334.76082
165000	2.8548285e-33	-325.4442
166000	1.7912783e-34	-337.46837
167000	1.50831e-34	-338.21509
168000	1.9391222e-33	-327.12395
169000	1.1590685e-34	-339.35891
170000	1.4825734e-34	-338.28984
171000	2.2075966e-33	-326.5608
172000	2.6683939e-34	-335.7375
173000	1.4058472e-34	-338.52062
174000	1.2819542e-33	-328.92128
175000	8.3904873e-34	-330.76213
176000	5.4992297e-34	-332.59698
177000	2.0517337e-33	-326.87879
178000	4.7577703e-34	-333.22597
179000	2.3710042e-34	-336.25068
180000	1.5151632e-33	-328.19541
181000	9.4581167e-34	-330.24195
182000	2.194655e-34	-336.58634
183000	8.0680861e-34	-330.93229
184000	1.3697838e-33	-328.63348
185000	6.3980271e-36	-351.93954
186000	2.2468301e-33	-326.4843
187000	3.5400995e-34	-334.50985
188000	9.5150246e-34	-330.2159
189000	1.4181131e-33	-328.48289
190000	7.3185925e-34	-331.35572
191000	1.1101047e-33	-329.54636
192000	2.5730059e-33	-325.89559
193000	1.1819052e-33	-329.27417
194000	7.8651479e-34	-331.04293
195000	1.0090675e-33	-329.9608
196000	9.2444846e-35	-340.34117
197000	7.5050326e-34	-331.24647
198000	9.4638728e-34	-330.23931
199000	7.9361321e-34	-331.00391
200000	1.0224902e-34	-339.90341
201000	1.1479904e-33	-329.40062
202000	4.5820809e-34	-333.38937
203000	2.3080264e-34	-336.36759
204000	3.7980272e-34	-334.20442
205000	1.0766116e-33	-329.67941
206000	2.1769458e-34	-336.62152
207000	5.1773935e-34	-332.85889
208000	2.8423854e-34	-335.46317
209000	9.8190906e-34	-330.07929
210000	5.2233912e-35	-342.82047
211000	1.7294585e-33	-327.6209
212000	3.3236703e-33	-324.78382
213000	4.6781754e-33	-323.29923
214000	3.3027094e-33	-324.8113
215000	6.3089379e-34	-332.00044
216000	8.5899603e-34	-330.66009
217000	1.8645946e-33	-327.29416
218000	2.493156e-33	-326.03251
219000	4.4131396e-34	-333.55252
220000	1.0562975e-33	-329.76214
221000	6.3019118e-35	-342.00528
222000	1.9648771e-33	-327.06665
223000	1.9845734e-34	-337.02333
224000	3.4652179e-34	-334.60269
225000	2.6753565e-33	-325.72618
226000	2.0816767e-33	-326.81587
227000	7.0596448e-34	-331.51217
228000	3.5236474e-34	-334.53008
229000	1.1776371e-33	-329.28989
230000	2.7621472e-33	-325.58753
231000	7.1490357e-34	-331.45753
232000	2.0069919e-33	-326.97454
233000	6.5619005e-34	-331.8297
234000	7.9947133e-34	-330.97197
235000	2.0092425e-33	-326.96968
236000	1.552146e-33	-328.09067
237000	1.6856561e-34	-337.73231
238000	5.6660459e-33	-322.4672
239000	2.1413004e-33	-326.69322
240000	1.2143672e-33	-329.1565
241000	9.1659697e-33	-320.37822
242000	2.0834219e-34	-336.81223
243000	3.1449585e-34	-335.02385
244000	1.8039158e-34	-337.43784
245000	1.6761867e-35	-347.75678
246000	4.3340336e-33	-323.63108
247000	1.6612012e-33	-327.79578
248000	8.2756855e-34	-330.82196
249000	3.1523656e-34	-335.01363
250000	1.039192e-34	-339.83304
251000	1.9404048e-34	-337.12108
252000	2.0434892e-33	-326.89628
253000	6.6083803e-33	-321.79905
254000	5.1602435e-33	-322.8733
255000	1.9666161e-33	-327.0628
256000	4.7204231e-34	-333.26019
257000	3.715175e-34	-334.30021
258000	5.9101931e-35	-342.28398
259000	2.9349447e-33	-325.324
260000	3.0153025e-33	-325.20669
261000	1.6659616e-33	-327.78335
262000	2.6696199e-34	-335.73551
263000	2.9203573e-33	-325.34564
264000	4.4438954e-33	-323.52236
265000	3.793262e-33	-324.20987
266000	1.3923079e-32	-318.56265
267000	5.7847741e-32	-312.37714
268000	2.1158177e-33	-326.74522
269000	1.407135e-34	-338.51664
270000	4.4571488e-33	-323.50943
271000	3.2283312e-33	-324.91022
272000	7.8391186e-33	-321.05733
273000	1.4732675e-32	-318.31718
274000	1.4721261e-33	-328.32055
275000	1.2727888e-33	-328.95244
276000	4.5561847e-33	-323.41399
277000	3.0946601e-33	-325.09387
278000	2.0358264e-33	-326.91259
279000	1.7303436e-32	-317.61868
280000	2.7857035e-32	-315.55065
281000	2.558201e-32	-315.92065
282000	3.4576822e-33	-324.61215
283000	3.4455745e-34	-334.62738
284000	3.8878929e-33	-324.10286
285000	4.4398808e-33	-323.52629
286000	8.3004914e-33	-320.80896
287000	1.1977386e-32	-319.21638
288000	1.6067502e-34	-337.94052
289000	6.1473014e-33	-322.11315
290000	2.2959819e-32	-316.39032
291000	2.7155627e-33	-325.6614
292000	3.332281e-32	-314.77258
293000	2.5613016e-31	-305.91539
294000	3.1582355e-32	-315.00555
295000	2.1770484e-31	-306.62132
296000	1.613456e-31	-307.92243
297000	6.3766657e-33	-321.95406
298000	1.7189562e-33	-327.64735
299000	2.1080655e-32	-316.76116
300000	8.8092647e-33	-320.5506
301000	6.512047e-33	-321.86282
302000	1.5977162e-32	-317.965
303000	2.2282529e-32	-316.52036
304000	7.7841029e-33	-321.08791
305000	1.5576985e-32	-318.07517
306000	1.266089e-31	-308.97536
307000	3.919189e-31	-304.06804
308000	4.6278084e-31	-303.34625
309000	3.3264377e-31	-304.78021
310000	8.8307327e-32	-310.54003
311000	1.4258506e-33	-328.45926
312000	3.6265208e-32	-314.4051
313000	3.3714986e-32	-314.72177
314000	1.5646104e-32	-318.05594
315000	5.8631969e-34	-332.31866
316000	3.4179719e-33	-324.66232
317000	8.6991853e-33	-320.60521
318000	6.4998757e-33	-321.87095
319000	5.4801799e-33	-322.61205
320000	1.6672051e-32	-317.78011
321000	8.9059557e-32	-310.50319
322000	1.1595295e-31	-309.35718
323000	9.0969574e-33	-320.41104
324000	3.3564526e-32	-314.74119
325000	3.766676e-32	-314.24042
326000	1.5959152e-32	-317.9699
327000	7.5523966e-32	-311.21915
328000	5.3537696e-33	-322.7134
329000	4.8727959e-34	-333.12222
330000	4.5506567e-33	-323.41926
331000	7.5869508e-34	-331.19933
332000	2.6724103e-33	-325.73097
333000	3.1735554e-33	-324.98454
334000	9.839108e-33	-320.07044
335000	1.7326503e-32	-317.61289
336000	3.7376745e-32	-314.27399
337000	6.9243918e-33	-321.59618
338000	2.1778994e-33	-326.61962
339000	3.3306682e-32	-314.77469
340000	3.1275238e-32	-315.04799
341000	2.4475203e-32	-316.11274
342000	7.6021207e-35	-341.19065
343000	7.8852991e-34	-331.03182
344000	1.0612322e-33	-329.7419
345000	5.1246684e-33	-322.90334
346000	2.2291721e-33	-326.51856
347000	3.0997022e-33	-325.0868
348000	2.8274756e-32	-315.48601
349000	1.0100812e-32	-319.95644
350000	5.854387e-32	-312.32519
351000	4.7992104e-33	-323.1883
352000	3.691029e-32	-314.32853
353000	2.7886997e-31	-305.54598
354000	2.9235045e-32	-315.34096
355000	2.2118219e-31	-306.5525
356000	1.5275237e-31	-308.16012
357000	8.1452448e-33	-320.89096
358000	1.8672848e-33	-327.28789
359000	2.4159214e-32	-316.16917
360000	1.4922486e-32	-318.26159
361000	8.7556583e-33	-320.57711
362000	3.4268428e-33	-324.65106
363000	1.1252507e-32	-319.48751
364000	6.2486644e-33	-322.04213
365000	1.3010349e-32	-318.85711
366000	1.2760201e-31	-308.94142
367000	3.987326e-31	-303.99318
368000	4.7956085e-31	-303.19156
369000	3.3705403e-31	-304.723
370000	7.0810569e-32	-311.49902
371000	6.9930495e-34	-331.55333
372000	2.6889325e-32	-315.7042
373000	5.92786e-33	-322.27102
374000	1.9978851e-33	-326.99429
375000	5.8634885e-33	-322.31844
376000	3.3712888e-32	-314.72204
377000	3.833518e-33	-324.16402
378000	8.2860192e-33	-320.81654
379000	6.4419285e-33	-321.90984
380000	1.9864149e-32	-317.0193
381000	9.5356456e-32	-310.2065
382000	1.2602549e-31	-308.99542
383000	8.5816246e-33	-320.6643
384000	1.216724e-32	-319.14808
385000	2.0570867e-32	-316.86747
386000	1.3165539e-34	-338.80561
387000	7.7399056e-34	-331.11264
388000	7.4967444e-33	-321.25127
389000	2.7163706e-33	-325.66011
390000	2.8597224e-33	-325.43676
391000	1.4051213e-33	-328.52286
392000	1.1218354e-34	-339.50071
393000	1.0157704e-33	-329.93204
394000	9.4786371e-33	-320.23254
395000	1.1322441e-32	-319.4606
396000	1.7434929e-32	-317.5858
397000	1.3003408e-33	-328.85943
398000	1.7580548e-35	-347.54968
399000	3.7157403e-33	-324.29955
400000	2.5675868e-34	-335.90475
401000	1.0921817e-34	-339.61705
402000	1.3023623e-32	-318.85268
403000	1.1505967e-33	-329.39077
404000	1.350187e-34	-338.69606
405000	5.925417e-34	-332.27281
406000	4.2817458e-35	-343.68379
407000	3.4721772e-33	-324.59398
408000	1.3472745e-32	-318.70544
409000	5.5344168e-34	-332.56928
410000	1.2310763e-32	-319.09715
411000	9.7513493e-34	-330.10935
412000	2.2872875e-34	-336.40679
413000	3.5336948e-33	-324.51771
414000	1.9815261e-34	-337.03
415000	2.7479979e-34	-335.60984
416000	3.7929744e-33	-324.2102
417000	1.3456827e-33	-328.71057
418000	3.9399668e-34	-334.04507
419000	1.9598791e-33	-327.07771
420000	1.7607797e-34	-337.54295
421000	4.8338694e-34	-333.15705
422000	3.8936424e-33	-324.09644
423000	4.0726542e-33	-323.90122
424000	2.2640381e-33	-326.45116
425000	1.2683492e-34	-338.96761
426000	9.9197558e-34	-330.03499
427000	1.0918522e-33	-329.61836
428000	1.6741788e-33	-327.76198
429000	5.7612006e-34	-332.39487
430000	1.8672761e-33	-327.28791
431000	1.7605397e-33	-327.54354
432000	1.1823909e-33	-329.27239
433000	4.3233706e-34	-333.64178
434000	7.7620888e-34	-331.10021
435000	1.734091e-34	-337.60928
436000	1.5778734e-32	-318.01928
437000	1.7995844e-33	-327.44828
